JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460391.892951,7.802,0.018,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.341|CMAGINS=18.894|CREFMAG= 7.355|CREFERR= 0.014|KMAGINS=17.806|KREFMAG= 6.488|KREFERR= 0.012,0,1.045,Z,18.894,17.806,,PNV J17261813-3809354,VVS,STD,,,,
2460391.893032,7.778,0.017,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.317|CMAGINS=18.894|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.809|KREFMAG= 6.488|KREFERR= 0.012,0,1.044,Z,18.894,17.809,,PNV J17261813-3809354,VVS,STD,,,,
2460391.893137,12.241,0.029,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.187|CMAGINS=17.371|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.518|KREFMAG= 9.116|KREFERR= 0.006,0,1.044,Z,17.371,16.518,,PNV J17261813-3809354,VVS,STD,,,,
2460391.893206,12.202,0.027,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.146|CMAGINS=17.369|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.512|KREFMAG= 9.116|KREFERR= 0.006,0,1.044,Z,17.369,16.512,,PNV J17261813-3809354,VVS,STD,,,,
2460391.89323,8.567,0.278,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.879,0,1.015,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460391.893368,13.543,0.018,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.546|CMAGINS=16.131|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.513|KREFMAG=10.052|KREFERR= 0.003,0,1.044,Z,16.131,15.513,,PNV J17261813-3809354,VVS,STD,,,,
2460391.893530,13.518,0.018,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.529|CMAGINS=16.140|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.510|KREFMAG=10.052|KREFERR= 0.003,0,1.044,Z,16.140,15.510,,PNV J17261813-3809354,VVS,STD,,,,
2460391.893681,9.261,0.008,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.354|CMAGINS=17.442|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.448|KREFMAG= 7.750|KREFERR= 0.006,0,1.044,Z,17.442,16.448,,PNV J17261813-3809354,VVS,STD,,,,
2460391.893750,9.288,0.009,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.361|CMAGINS=17.422|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.467|KREFMAG= 7.750|KREFERR= 0.006,0,1.044,Z,17.422,16.467,,PNV J17261813-3809354,VVS,STD,,,,
2460392.18450,12.357,0.088,,B,YBA,,ENSEMBLE,115,X35973FN,|OBSERVAT=PERTH OBSERVATORY|KDEC=-38.15485|KMAGINS=-8.037|KMAGSTD=12.032|KRA=261.52723|KREFERR=0.104|KREFMAG=12.104|VMAGINS=-7.711,0,2.162,Z,,12.032,,V1723 SCO,AAVSO,STD,,,,
2460392.18508,11.387,0.026,,V,YBA,,ENSEMBLE,115,X35973FO,|OBSERVAT=PERTH OBSERVATORY|KDEC=-38.15498|KMAGINS=-9.057|KMAGSTD=11.403|KRA=261.52716|KREFERR=0.021|KREFMAG=11.521|VMAGINS=-9.074,0,2.148,Z,,11.403,,V1723 SCO,AAVSO,STD,,,,
2460392.18550,9.097,0.159,,R,YBA,,ENSEMBLE,115A_1,240322,|OBSERVAT=PERTH OBSERVATORY|KDEC=-38.19731|KMAGINS=-9.175|KMAGSTD=10.862|KRA=261.58204|KREFERR=0.241|KREFMAG=10.901|VMAGINS=-10.941,0,2.139,Z,,10.862,,V1723 SCO,AAVSO,STD,,,,
2460392.27361,12.0,,,Vis.,PEX,,115,121,X35942PD,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460392.893206,7.809,0.018,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.401|CMAGINS=18.947|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.861|KREFMAG= 6.488|KREFERR= 0.012,0,1.043,Z,18.947,17.861,,PNV J17261813-3809354,VVS,STD,,,,
2460392.893287,7.864,0.019,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.449|CMAGINS=18.941|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.856|KREFMAG= 6.488|KREFERR= 0.012,0,1.042,Z,18.941,17.856,,PNV J17261813-3809354,VVS,STD,,,,
2460392.893391,12.250,0.028,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.211|CMAGINS=17.385|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.543|KREFMAG= 9.116|KREFERR= 0.006,0,1.042,Z,17.385,16.543,,PNV J17261813-3809354,VVS,STD,,,,
2460392.893472,12.292,0.031,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.269|CMAGINS=17.401|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.548|KREFMAG= 9.116|KREFERR= 0.006,0,1.042,Z,17.401,16.548,,PNV J17261813-3809354,VVS,STD,,,,
2460392.893623,13.495,0.017,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.530|CMAGINS=16.164|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.537|KREFMAG=10.052|KREFERR= 0.003,0,1.042,Z,16.164,15.537,,PNV J17261813-3809354,VVS,STD,,,,
2460392.893785,13.511,0.017,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.550|CMAGINS=16.168|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.557|KREFMAG=10.052|KREFERR= 0.003,0,1.042,Z,16.168,15.557,,PNV J17261813-3809354,VVS,STD,,,,
2460392.893935,9.337,0.009,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.411|CMAGINS=17.423|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.467|KREFMAG= 7.750|KREFERR= 0.006,0,1.042,Z,17.423,16.467,,PNV J17261813-3809354,VVS,STD,,,,
2460392.894016,9.343,0.009,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.432|CMAGINS=17.438|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.470|KREFMAG= 7.750|KREFERR= 0.006,0,1.042,Z,17.438,16.470,,PNV J17261813-3809354,VVS,STD,,,,
2460392.94306,<11.5,,,Vis.,CKB,,115,,X36229ZN,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460392.954316,11.344,0.036,,V,SIQ,,ENSEMBLE,000-BPV-403,X35985GV,,0,2.925,Z,,10.811,,V1723 SCO,AAVSO,STD,,,,
2460392.959146,11.417,0.038,,V,SIQ,,ENSEMBLE,000-BPV-403,X35985GV,,0,2.888,Z,,10.844,,V1723 SCO,AAVSO,STD,,,,
2460392.96236,11.500,0.035,,V,SIQ,,ENSEMBLE,000-BPV-403,X35985GV,,0,2.867,Z,,10.874,,V1723 SCO,AAVSO,STD,,,,
2460393.893009,7.911,0.019,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.465|CMAGINS=18.909|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.844|KREFMAG= 6.488|KREFERR= 0.012,0,1.041,Z,18.909,17.844,,PNV J17261813-3809354,VVS,STD,,,,
2460393.893079,7.901,0.019,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.452|CMAGINS=18.906|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.827|KREFMAG= 6.488|KREFERR= 0.013,0,1.041,Z,18.906,17.827,,PNV J17261813-3809354,VVS,STD,,,,
2460393.893183,12.297,0.031,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.242|CMAGINS=17.369|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.520|KREFMAG= 9.116|KREFERR= 0.006,0,1.041,Z,17.369,16.520,,PNV J17261813-3809354,VVS,STD,,,,
2460393.893264,12.354,0.030,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.285|CMAGINS=17.356|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.518|KREFMAG= 9.116|KREFERR= 0.006,0,1.041,Z,17.356,16.518,,PNV J17261813-3809354,VVS,STD,,,,
2460393.893414,13.558,0.018,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.562|CMAGINS=16.133|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.512|KREFMAG=10.052|KREFERR= 0.004,0,1.041,Z,16.133,15.512,,PNV J17261813-3809354,VVS,STD,,,,
2460393.893588,13.592,0.018,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.600|CMAGINS=16.137|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.517|KREFMAG=10.052|KREFERR= 0.004,0,1.041,Z,16.137,15.517,,PNV J17261813-3809354,VVS,STD,,,,
2460393.893738,9.370,0.009,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.437|CMAGINS=17.416|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.420|KREFMAG= 7.750|KREFERR= 0.006,0,1.041,Z,17.416,16.420,,PNV J17261813-3809354,VVS,STD,,,,
2460393.893808,9.353,0.009,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.413|CMAGINS=17.408|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.426|KREFMAG= 7.750|KREFERR= 0.006,0,1.041,Z,17.408,16.426,,PNV J17261813-3809354,VVS,STD,,,,
2460394.18454,11.449,0.018,,V,YBA,,127,115,X35973FN,|OBSERVAT=PERTH OBSERVATORY|CDEC=-38.23542|CMAGINS=-7.532|CRA=261.66434|CREFERR=0.024|CREFMAG=12.701|KDEC=-38.15485|KMAGINS=-8.700|KMAGSTD=11.532|KRA=261.52723|KREFERR=0.021|KREFMAG=11.521|VMAGINS=-8.783,0,2.059,Z,-7.532,-8.700,,V1723 SCO,AAVSO,STD,,,,
2460394.21272,11.52,0.02,,V,NLX,,Ensemble,127,X36229AEA,PSF removal of nearby bright star. Mag ave 3 measures,0,1.16,Z,,12.74,,V1723 Sco,AAVSO,STD,,,,
2460394.21568,12.58,0.02,,B,NLX,,Ensemble,127,X36229AEA,PSF removal nearby bright star. Mag ave 3 measures,0,1.15,Z,,13.24,,V1723 Sco,AAVSO,STD,,,,
2460394.893750,7.933,0.019,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.490|CMAGINS=18.913|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.835|KREFMAG= 6.488|KREFERR= 0.012,0,1.039,Z,18.913,17.835,,PNV J17261813-3809354,VVS,STD,,,,
2460394.893831,7.989,0.019,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.531|CMAGINS=18.897|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.827|KREFMAG= 6.488|KREFERR= 0.012,0,1.039,Z,18.897,17.827,,PNV J17261813-3809354,VVS,STD,,,,
2460394.893935,12.298,0.031,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.244|CMAGINS=17.370|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.522|KREFMAG= 9.116|KREFERR= 0.006,0,1.039,Z,17.370,16.522,,PNV J17261813-3809354,VVS,STD,,,,
2460394.894016,12.362,0.030,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.295|CMAGINS=17.358|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.521|KREFMAG= 9.116|KREFERR= 0.006,0,1.039,Z,17.358,16.521,,PNV J17261813-3809354,VVS,STD,,,,
2460394.894167,13.531,0.018,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.544|CMAGINS=16.142|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.516|KREFMAG=10.052|KREFERR= 0.003,0,1.039,Z,16.142,15.516,,PNV J17261813-3809354,VVS,STD,,,,
2460394.894340,13.535,0.018,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.546|CMAGINS=16.140|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.515|KREFMAG=10.052|KREFERR= 0.003,0,1.039,Z,16.140,15.515,,PNV J17261813-3809354,VVS,STD,,,,
2460394.894491,9.403,0.009,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.461|CMAGINS=17.407|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.459|KREFMAG= 7.750|KREFERR= 0.006,0,1.039,Z,17.407,16.459,,PNV J17261813-3809354,VVS,STD,,,,
2460394.894560,9.395,0.009,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.470|CMAGINS=17.424|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.438|KREFMAG= 7.750|KREFERR= 0.006,0,1.039,Z,17.424,16.438,,PNV J17261813-3809354,VVS,STD,,,,
2460395.210825,11.54,0.02,,V,NLX,,Ensemble,127,X28787DA,Mag ave 3 measures,0,1.16,Z,,12.74,,V1723 Sco,AAVSO,STD,,,,
2460395.212584,12.58,0.02,,B,NLX,,Ensemble,127,X28787DA,Mag ave 3 measures,0,1.15,Z,,13.23,,V1723 Sco,AAVSO,STD,,,,
2460395.87779,11.629,0.113,,V,LBEC,,ENSEMBLE,,X35918AH,AAVSOREPORT_V597-SCO_I_20231106.TX|VMAGINS=-7.840,0,1.019,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460395.87869,9.284,0.193,,R,LBEC,,ENSEMBLE,,X35918AH,AAVSOREPORT_V597-SCO_I_20231106.TX|VMAGINS=-10.034,0,1.018,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460395.87944,8.800,0.313,,I,LBEC,,ENSEMBLE,,X35918AH,AAVSOREPORT_V597-SCO_I_20231106.TX|VMAGINS=-9.552,0,1.018,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460395.893796,7.976,0.020,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.569|CMAGINS=18.947|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.846|KREFMAG= 6.488|KREFERR= 0.012,0,1.038,Z,18.947,17.846,,PNV J17261813-3809354,VVS,STD,,,,
2460395.893866,7.972,0.021,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.600|CMAGINS=18.983|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.846|KREFMAG= 6.488|KREFERR= 0.012,0,1.038,Z,18.983,17.846,,PNV J17261813-3809354,VVS,STD,,,,
2460395.893970,12.371,0.032,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.334|CMAGINS=17.386|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.540|KREFMAG= 9.116|KREFERR= 0.006,0,1.038,Z,17.386,16.540,,PNV J17261813-3809354,VVS,STD,,,,
2460395.894051,12.328,0.031,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.291|CMAGINS=17.387|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.541|KREFMAG= 9.116|KREFERR= 0.006,0,1.038,Z,17.387,16.541,,PNV J17261813-3809354,VVS,STD,,,,
2460395.894201,13.550,0.019,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.588|CMAGINS=16.167|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.549|KREFMAG=10.052|KREFERR= 0.003,0,1.038,Z,16.167,15.549,,PNV J17261813-3809354,VVS,STD,,,,
2460395.894363,13.555,0.018,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.587|CMAGINS=16.161|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.532|KREFMAG=10.052|KREFERR= 0.003,0,1.038,Z,16.161,15.532,,PNV J17261813-3809354,VVS,STD,,,,
2460395.894514,9.415,0.010,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.506|CMAGINS=17.440|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.458|KREFMAG= 7.750|KREFERR= 0.006,0,1.038,Z,17.440,16.458,,PNV J17261813-3809354,VVS,STD,,,,
2460395.894595,9.438,0.009,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.512|CMAGINS=17.423|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.453|KREFMAG= 7.750|KREFERR= 0.006,0,1.038,Z,17.423,16.453,,PNV J17261813-3809354,VVS,STD,,,,
2460396.17355,12.478,0.069,,B,YBA,,ENSEMBLE,115,X35973FN,|OBSERVAT=PERTH OBSERVATORY|KDEC=-38.15485|KMAGINS=-7.944|KMAGSTD=12.013|KRA=261.52723|KREFERR=0.104|KREFMAG=12.104|VMAGINS=-7.479,0,2.165,Z,,12.013,,V1723 SCO,AAVSO,STD,,,,
2460396.17432,11.575,0.011,,V,YBA,,121,115,X35973FO,|OBSERVAT=PERTH OBSERVATORY|CDEC=-38.10983|CMAGINS=-8.283|CRA=261.5564|CREFERR=0.044|CREFMAG=12.141|KDEC=-38.15498|KMAGINS=-8.942|KMAGSTD=11.482|KRA=261.52716|KREFERR=0.021|KREFMAG=11.521|VMAGINS=-8.849,0,2.145,Z,-8.283,-8.942,,V1723 SCO,AAVSO,STD,,,,
2460396.215012,11.60,0.02,,V,NLX,,Ensemble,127,X36229AEA,PSF removal nearby star. Mag ave 3 measures,0,1.13,Z,,12.75,,V1723 Sco,AAVSO,STD,,,,
2460396.218569,12.67,0.02,,B,NLX,,Ensemble,127,X36229AEA,PSF removal nearby star.Mag ave 3 measures,0,1.12,Z,,13.25,,V1723 Sco,AAVSO,STD,,,,
2460396.22884,12.725,0.014,,B,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.541|CRA=261.52763|CREFERR=0.104|CREFMAG=12.104|CX=1.4813|KDEC=-38.10998|KMAGINS=-8.003|KMAGSTD=12.642|KMAGTRAN=12.636|KRA=261.55703|KREFERR=0.099|KREFMAG=12.652|KX=1.4822|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TB_BV=0.0590|TB_BVERR=0.0330|VERR=0.014|VMAGINS=-7.951|VMAGSTD=12.694|VX=1.4823,1,1.477,Z,-8.541,-8.003,,V1723 SCO,AAVSO,STD,101,,,
2460396.22949,11.615,0.006,,V,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.433|CRA=261.52763|CREFERR=0.021|CREFMAG=11.521|CX=1.4762|KDEC=-38.10998|KMAGINS=-8.799|KMAGSTD=12.155|KMAGTRAN=12.158|KRA=261.55703|KREFERR=0.044|KREFMAG=12.141|KX=1.4771|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TV_BV=-0.0250|TV_BVERR=0.0210|VERR=0.006|VMAGINS=-9.326|VMAGSTD=11.628|VX=1.4772,1,1.472,Z,-9.433,-8.799,,V1723 SCO,AAVSO,STD,101,,,
2460396.23001,9.374,0.006,,R,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.539|CRA=261.52763|CREFERR=0.222|CREFMAG=10.996|CX=1.4722|KDEC=-38.10998|KMAGINS=-8.877|KMAGSTD=11.658|KMAGTRAN=11.653|KRA=261.55703|KREFERR=0.219|KREFMAG=11.677|KX=1.4731|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TR_VI=0.0250|TR_VIERR=0.0840|VERR=0.006|VMAGINS=-11.210|VMAGSTD=9.325|VX=1.4732,1,1.467,Z,-9.539,-8.877,,V1723 SCO,AAVSO,STD,101,,,
2460396.23046,8.631,0.015,,I,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.201|CRA=261.52763|CREFERR=0.301|CREFMAG=10.506|CX=1.4687|KDEC=-38.10998|KMAGINS=-7.352|KMAGSTD=11.355|KMAGTRAN=11.358|KRA=261.55703|KREFERR=0.295|KREFMAG=11.243|KX=1.4696|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TI_VI=-0.0140|TI_VIERR=0.0310|VERR=0.015|VMAGINS=-10.048|VMAGSTD=8.659|VX=1.4697,1,1.464,Z,-8.201,-7.352,,V1723 SCO,AAVSO,STD,101,,,
2460396.891042,8.122,0.025,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.866|CMAGINS=19.099|CREFMAG= 7.355|CREFERR= 0.017|KMAGINS=18.012|KREFMAG= 6.488|KREFERR= 0.014,0,1.038,Z,19.099,18.012,,PNV J17261813-3809354,VVS,STD,,,,
2460396.891123,8.114,0.024,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.840|CMAGINS=19.081|CREFMAG= 7.355|CREFERR= 0.017|KMAGINS=18.005|KREFMAG= 6.488|KREFERR= 0.014,0,1.038,Z,19.081,18.005,,PNV J17261813-3809354,VVS,STD,,,,
2460396.891227,12.491,0.044,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.689|CMAGINS=17.621|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.778|KREFMAG= 9.116|KREFERR= 0.006,0,1.038,Z,17.621,16.778,,PNV J17261813-3809354,VVS,STD,,,,
2460396.891296,12.353,0.041,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.567|CMAGINS=17.638|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.783|KREFMAG= 9.116|KREFERR= 0.006,0,1.038,Z,17.638,16.783,,PNV J17261813-3809354,VVS,STD,,,,
2460396.891458,13.671,0.027,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.055|CMAGINS=16.513|CREFMAG=10.129|CREFERR= 0.004|KMAGINS=15.892|KREFMAG=10.052|KREFERR= 0.004,0,1.038,Z,16.513,15.892,,PNV J17261813-3809354,VVS,STD,,,,
2460396.891620,13.703,0.028,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.092|CMAGINS=16.518|CREFMAG=10.129|CREFERR= 0.004|KMAGINS=15.886|KREFMAG=10.052|KREFERR= 0.004,0,1.038,Z,16.518,15.886,,PNV J17261813-3809354,VVS,STD,,,,
2460396.891771,9.498,0.011,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.795|CMAGINS=17.646|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.660|KREFMAG= 7.750|KREFERR= 0.006,0,1.038,Z,17.646,16.660,,PNV J17261813-3809354,VVS,STD,,,,
2460396.891840,9.507,0.011,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.787|CMAGINS=17.629|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.662|KREFMAG= 7.750|KREFERR= 0.006,0,1.038,Z,17.629,16.662,,PNV J17261813-3809354,VVS,STD,,,,
2460397.17106,12.576,0.092,,B,YBA,,ENSEMBLE,115,X35973FN,|OBSERVAT=PERTH OBSERVATORY|KDEC=-38.15485|KMAGINS=-8.082|KMAGSTD=12.042|KRA=261.52723|KREFERR=0.104|KREFMAG=12.104|VMAGINS=-7.548,0,2.160,Z,,12.042,,V1723 SCO,AAVSO,STD,,,,
2460397.17178,11.575,0.088,,V,YBA,,ENSEMBLE,115,X35973FO,|OBSERVAT=PERTH OBSERVATORY|KDEC=-38.15498|KMAGINS=-9.073|KMAGSTD=11.406|KRA=261.52716|KREFERR=0.021|KREFMAG=11.521|VMAGINS=-8.905,0,2.141,Z,,11.406,,V1723 SCO,AAVSO,STD,,,,
2460397.17222,9.359,0.207,,R,YBA,,ENSEMBLE,115A_1,240329,|OBSERVAT=PERTH OBSERVATORY|KDEC=-38.19731|KMAGINS=-9.143|KMAGSTD=10.942|KRA=261.58204|KREFERR=0.241|KREFMAG=10.901|VMAGINS=-10.727,0,2.132,Z,,10.942,,V1723 SCO,AAVSO,STD,,,,
2460397.19260,11.62,0.03,,V,NLX,,Ensemble,127,X36229AEA,PSF removal of nearby star. Mag ave 3 measures,0,1.20,Z,,12.77,,V1723 Sco,AAVSO,STD,,,,
2460397.19554,12.67,0.02,,B,NLX,,Ensemble,127,X36229AEA,PSF removal of nearby star. Mag ave 3 measures,0,1.19,Z,,13.27,,V1723 Sco,AAVSO,STD,,,,
2460397.23096,12.679,0.013,,B,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.709|CRA=261.52763|CREFERR=0.104|CREFMAG=12.104|CX=1.4445|KDEC=-38.10998|KMAGINS=-8.125|KMAGSTD=12.688|KMAGTRAN=12.683|KRA=261.55703|KREFERR=0.099|KREFMAG=12.652|KX=1.4454|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TB_BV=0.0590|TB_BVERR=0.0330|VERR=0.013|VMAGINS=-8.157|VMAGSTD=12.656|VX=1.4455,1,1.441,Z,-8.709,-8.125,,V1723 SCO,AAVSO,STD,101,,,
2460397.23157,11.701,0.005,,V,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.565|CRA=261.52763|CREFERR=0.021|CREFMAG=11.521|CX=1.4401|KDEC=-38.10998|KMAGINS=-8.899|KMAGSTD=12.187|KMAGTRAN=12.189|KRA=261.55703|KREFERR=0.044|KREFMAG=12.141|KX=1.4409|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TV_BV=-0.0250|TV_BVERR=0.0210|VERR=0.005|VMAGINS=-9.375|VMAGSTD=11.711|VX=1.4410,1,1.436,Z,-9.565,-8.899,,V1723 SCO,AAVSO,STD,101,,,
2460397.23255,8.790,0.014,,I,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.260|CRA=261.52763|CREFERR=0.301|CREFMAG=10.506|CX=1.4330|KDEC=-38.10998|KMAGINS=-7.569|KMAGSTD=11.197|KMAGTRAN=11.197|KRA=261.55703|KREFERR=0.295|KREFMAG=11.243|KX=1.4338|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TI_VI=-0.0140|TI_VIERR=0.0310|VERR=0.014|VMAGINS=-9.949|VMAGSTD=8.817|VX=1.4340,1,1.428,Z,-8.260,-7.569,,V1723 SCO,AAVSO,STD,101,,,
2460397.891470,8.243,0.057,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.838|CMAGINS=19.950|CREFMAG= 7.355|CREFERR= 0.035|KMAGINS=18.923|KREFMAG= 6.488|KREFERR= 0.028,0,1.037,Z,19.950,18.923,,PNV J17261813-3809354,VVS,STD,,,,
